lid,lat,lon,rfc,minor,moderate,major,code,date_produced
AGSI4,40.754400,91.275399,NCRFC,0.100000,0.070000,0.050000,1,1/27/2023
AGSK1,37.679700,96.996380,ABRFC,0.050000,0.050000,0.050000,1,1/26/2023
AGYM7,39.688028,94.702611,MBRFC,0.400000,0.110000,0.050000,1,1/24/2023
AKAM5,45.191600,93.394400,NCRFC,0.050000,0.050000,0.050000,1,1/27/2023
AKDA4,34.121111,93.046111,LMRFC,0.620000,0.050000,0.050000,2,1/24/2023
AKRI4,42.837500,96.561667,MBRFC,0.220000,0.160000,0.080000,1,1/24/2023
AKWI4,41.337216,93.486325,NCRFC,0.050000,0.050000,0.050000,1,1/27/2023
ALBK1,38.461667,99.014444,ABRFC,0.050000,0.050000,0.050000,1,1/26/2023
ALBW3,42.705833,89.437778,NCRFC,0.050000,0.050000,0.050000,1,1/27/2023
ALDN1,40.854722,98.474167,MBRFC,0.260000,0.200000,0.120000,1,1/24/2023
ALEA2,59.192806,138.333917,APRFC,0.500000,0.500000,0.500000,4,11/22/2018
ALEC2,38.664437,106.848095,CBRFC,0.050000,0.050000,0.050000,1,1/27/2023
ALEK1,38.929722,97.227778,MBRFC,0.050000,0.050000,0.050000,1,1/24/2023
ALGL1,32.373801,91.880754,LMRFC,0.050000,0.050000,0.050000,1,1/24/2023
ALKA2,59.395000,138.081944,APRFC,0.050000,0.050000,0.050000,1,3/1/2020
ALLA2,66.565278,152.642500,APRFC,0.050000,0.050000,0.050000,1,3/1/2020
ALLM1,47.069722,69.079444,NERFC,0.050000,0.050000,0.050000,1,1/23/2023
ALMK1,38.112200,97.591940,ABRFC,0.050000,0.050000,0.050000,1,1/26/2023
ALMM4,43.379475,84.655561,NCRFC,0.050000,0.050000,0.050000,1,1/27/2023
ALMW3,44.326500,91.919600,NCRFC,0.050000,0.050000,0.050000,1,1/27/2023
ALNI2,38.866389,90.146389,NCRFC,0.170000,0.050000,0.050000,1,1/27/2023
ALNP1,40.623056,75.482778,MARFC,0.050000,0.050000,0.050000,1,1/5/2023
ALOI4,42.495542,92.334352,NCRFC,0.070000,0.050000,0.050000,1,1/27/2023
ALSM4,46.726389,88.661944,NCRFC,0.070000,0.050000,0.050000,1,1/27/2023
ALSQ9,60.119167,137.974167,APRFC,0.050000,0.050000,-999.000000,1,3/1/2020
ALTF1,30.533889,85.165278,SERFC,0.343100,0.309600,0.050000,1,12/14/2022
ALTI4,42.981944,96.000833,MBRFC,0.050000,0.050000,0.050000,1,1/24/2023
ALTV2,37.105705,79.285638,SERFC,0.176300,0.146800,0.050000,1,12/14/2022
ALVM5,48.195000,97.005556,NCRFC,0.050000,0.050000,0.050000,1,1/27/2023
ALXO2,34.925903,97.773927,ABRFC,0.050000,0.050000,0.050000,1,1/26/2023
ALYM7,37.148170,91.443080,LMRFC,0.080000,0.050000,0.050000,1,1/24/2023
AMAT2,35.470278,101.879167,ABRFC,0.050000,0.050000,0.050000,1,1/26/2023
AMCK1,38.466944,96.250278,ABRFC,0.050000,0.050000,0.050000,1,1/26/2023
AMCO2,36.218330,98.254440,ABRFC,0.050000,0.050000,0.050000,1,1/26/2023
AMEI4,42.066513,93.620134,NCRFC,0.050000,0.050000,0.050000,1,1/27/2023
AMIL1,30.728889,90.484167,LMRFC,0.050000,0.050000,0.050000,1,1/24/2023
AMWI4,42.022544,93.630430,NCRFC,0.050000,0.050000,0.050000,1,1/27/2023
AMYM6,33.985556,88.551111,SERFC,0.876400,0.522500,0.050000,3,12/14/2022
ANDO2,35.084228,98.243385,ABRFC,0.050000,0.050000,0.050000,1,1/26/2023
ANGM6,32.971700,90.777000,LMRFC,0.210000,0.080000,0.050000,1,1/24/2023
ANKM5,45.128800,93.299300,NCRFC,0.060000,0.050000,0.050000,1,1/27/2023
ANNM4,42.287500,83.733333,NCRFC,0.060000,0.050000,0.050000,1,1/27/2023
ANNM7,37.336111,90.788611,LMRFC,0.430000,0.100000,0.050000,1,1/24/2023
ANSI4,42.083339,91.267382,NCRFC,0.050000,0.050000,0.050000,1,1/27/2023
ANTO2,34.248611,95.605000,ABRFC,0.199900,0.079300,0.050000,1,1/26/2023
APBA2,59.772222,151.836389,APRFC,0.050000,0.050000,0.050000,1,3/1/2020
APCC1,38.368246,122.303308,CNRFC,0.060000,0.050000,0.050000,1,1/27/2023
APHG1,34.050556,84.269444,SERFC,> 0.95,0.161700,0.050000,2,12/14/2022
APLW3,44.248056,88.423056,NCRFC,0.050000,0.050000,0.050000,1,1/27/2023
APNC2,39.179988,106.801983,CBRFC,0.050000,-999.000000,0.050000,1,1/27/2023
APTA2,59.747222,151.753056,APRFC,0.050000,0.050000,0.050000,1,7/1/2022
ARCC1,40.910000,124.059444,CNRFC,0.050000,0.050000,0.050000,1,1/27/2023
ARCC2,38.064604,103.685472,ABRFC,0.050000,0.050000,0.050000,1,1/26/2023
ARCF1,27.221944,81.876111,SERFC,0.133500,0.050000,0.050000,1,12/14/2022
ARCK1,37.037500,97.039166,ABRFC,0.086400,0.050000,0.050000,1,1/26/2023
ARCT2,33.875000,95.501667,ABRFC,0.050000,0.050000,0.050000,1,1/26/2023
ARCW3,44.254400,91.505300,NCRFC,0.050000,0.050000,0.050000,1,1/27/2023
ARDW1,47.818611,120.423100,NWRFC,0.050000,0.050000,0.050000,1,1/27/2023
ARGW1,48.261667,122.046389,NWRFC,0.200000,0.090000,0.050000,1,1/27/2023
ARHF1,27.199167,81.988611,SERFC,0.234000,0.050000,0.050000,1,12/14/2022
ARKK1,37.056380,97.025550,ABRFC,0.050000,0.050000,0.050000,1,1/26/2023
ARLT1,35.310833,89.639444,LMRFC,0.320000,0.120000,0.050000,1,1/24/2023
ARLW1,48.203611,122.128056,NWRFC,0.280000,0.060000,0.050000,1,1/27/2023
ARNK1,38.807500,100.022222,MBRFC,0.050000,0.050000,0.050000,1,1/24/2023
ARNM7,38.456667,90.360556,NCRFC,0.300000,0.050000,0.050000,1,1/27/2023
AROC1,36.900231,121.597722,CNRFC,0.050000,0.050000,0.050000,1,1/27/2023
ARSA4,33.551500,91.238400,LMRFC,0.150000,0.080000,0.050000,1,1/24/2023
ARTN6,43.985556,75.924722,NERFC,0.050000,0.050000,0.050000,1,1/23/2023
ARTT1,36.541667,83.630278,LMRFC,0.490000,0.070000,0.060000,1,1/24/2023
ASEN6,41.950278,74.208333,NERFC,0.022000,0.050000,0.050000,1,5/5/2015
ASFN6,44.437500,73.681111,NERFC,0.150000,0.050000,0.050000,1,1/23/2023
ASLN1,41.062336,96.324408,MBRFC,0.140000,0.050000,0.050000,1,1/24/2023
ASTF1,29.166667,81.522222,SERFC,> 0.95,0.050000,0.050000,2,12/14/2022
ASTM1,44.318611,69.771667,NERFC,0.110000,0.050000,0.050000,1,1/23/2023
ASTM5,43.655800,92.970800,NCRFC,0.050000,0.050000,0.050000,1,1/27/2023
ASTN1,41.051745,96.338285,MBRFC,0.110000,0.060000,0.050000,1,1/24/2023
ATCI4,41.346101,95.076936,MBRFC,0.050000,0.050000,0.050000,1,1/24/2023
ATCK1,39.559722,95.113889,MBRFC,0.090000,0.050000,0.050000,1,1/24/2023
ATKG1,31.220556,81.867500,SERFC,0.467000,0.050000,0.050000,1,12/14/2022
ATKM5,46.540556,93.707222,NCRFC,0.090000,0.050000,0.050000,1,1/27/2023
ATNS2,44.998333,98.480556,MBRFC,0.360000,0.260000,0.200000,1,1/24/2023
ATOK1,37.529770,95.674400,ABRFC,0.054800,0.050000,0.050000,1,1/26/2023
ATWC2,40.538900,103.267200,MBRFC,0.050000,0.050000,0.050000,1,1/24/2023
AUBM1,44.072200,70.208600,NERFC,0.070000,0.050000,0.050000,1,1/23/2023
AUGA4,35.294444,91.394167,LMRFC,> 0.95,0.140000,0.050000,2,1/24/2023
AUGG1,33.373611,81.943056,SERFC,0.050000,0.050000,0.050000,1,12/14/2022
AUON6,42.932222,76.565278,NERFC,0.050000,0.050000,0.050000,1,7/26/2022
AURO3,45.233333,122.750278,NWRFC,0.120000,0.050000,0.050000,1,1/27/2023
AUSG1,33.776389,84.615556,SERFC,0.375500,0.260100,0.097600,1,12/14/2022
AVAO2,36.815031,98.648140,ABRFC,0.050000,0.050000,0.050000,1,1/26/2023
AVLA1,33.210278,88.288611,SERFC,0.745000,0.233200,0.118300,2,12/14/2022
AVLN7,35.608889,82.578056,LMRFC,0.080000,0.050000,0.050000,1,1/24/2023
AVOM4,43.054444,82.734722,NCRFC,0.050000,0.050000,0.050000,1,6/26/2015
AVOM5,43.949451,95.506930,NCRFC,0.050000,0.050000,0.050000,1,1/27/2023
AVON6,42.917778,77.757222,NERFC,0.190000,0.050000,0.050000,1,1/23/2023
AVTO2,36.485000,96.060000,ABRFC,0.095300,0.068300,0.050000,1,1/26/2023
AYSG1,31.238056,82.324722,SERFC,0.158200,0.050000,0.050000,1,12/14/2022
BABW3,43.481667,89.637000,NCRFC,0.200000,0.050000,0.050000,1,1/27/2023
BAGA4,35.760278,91.641111,LMRFC,0.170000,0.120000,0.050000,1,1/24/2023
BAIN6,42.291389,75.476667,MARFC,0.280000,0.050000,0.050000,1,1/5/2023
BAKF1,30.833333,86.734722,SERFC,0.369600,0.134000,0.050000,1,12/14/2022
BANK1,39.725833,96.804444,MBRFC,0.080000,0.050000,0.050000,1,1/24/2023
BANN8,48.505556,100.434444,NCRFC,0.270000,0.050000,0.050000,1,1/27/2023
BARF1,27.901944,81.817500,SERFC,0.066100,0.050000,0.050000,1,12/14/2022
BARN1,40.044782,96.587321,MBRFC,0.080000,0.050000,0.050000,1,1/24/2023
BAXG1,31.938889,82.353611,SERFC,0.882400,0.199000,0.050000,2,12/14/2022
BBCW3,44.302222,90.122500,NCRFC,0.460000,0.080000,0.050000,1,1/27/2023
BBGS1,35.124017,81.587872,SERFC,0.073200,0.050000,0.050000,1,12/14/2022
BBOW3,43.470833,89.759444,NCRFC,0.050000,0.050000,0.050000,1,1/27/2023
BBRM1,46.893889,69.752222,NERFC,0.050000,0.050000,0.050000,1,1/23/2023
BBRW4,44.419110,109.258250,MBRFC,0.050000,0.050000,0.050000,1,1/24/2023
BCDW1,46.772046,122.924298,NWRFC,0.160000,0.070000,0.050000,1,1/27/2023
BCHM8,48.420278,107.171111,MBRFC,0.050000,0.050000,0.050000,1,1/24/2023
BCHW3,42.785556,89.861111,NCRFC,0.100000,0.050000,0.050000,1,1/27/2023
BCKA1,31.002800,88.011000,SERFC,0.201000,0.050000,0.050000,1,12/14/2022
BCMM8,48.649444,109.231667,MBRFC,0.160000,0.140000,0.120000,1,1/24/2023
BCNA1,31.129722,87.087222,SERFC,0.050000,0.050000,0.050000,1,12/14/2022
BCRM4,42.331430,85.153603,NCRFC,0.050000,0.050000,0.050000,1,1/27/2023
BCRS1,34.243611,79.745000,SERFC,0.863400,0.100100,0.050000,2,12/14/2022
BDCL1,30.482778,92.490556,LMRFC,0.870000,0.320000,0.050000,2,1/24/2023
BDFI4,40.660543,94.716635,MBRFC,0.050000,0.050000,0.050000,1,1/24/2023
BDGM3,41.933990,70.956431,NERFC,0.420000,0.060000,0.050000,1,1/23/2023
BDGM4,43.347241,85.939498,NCRFC,0.190000,0.050000,0.050000,1,1/27/2023
BDKN4,40.551111,74.548333,MARFC,0.260000,0.130000,0.050000,1,1/5/2023
BDOW3,46.610220,90.687130,NCRFC,0.050000,0.050000,0.050000,1,1/27/2023
BDYN1,41.019270,100.371500,MBRFC,0.070000,0.050000,0.050000,1,1/24/2023
BEAC3,41.442222,73.063056,NERFC,0.050000,0.050000,0.050000,1,7/26/2022
BEAI2,40.016851,90.438897,NCRFC,0.730000,0.420000,0.050000,2,1/27/2023
BEAN1,40.256764,96.746952,MBRFC,0.050000,0.050000,0.050000,1,1/24/2023
BEAO3,45.266667,123.845833,NWRFC,0.050000,-999.000000,0.050000,1,1/27/2023
BECV2,37.536111,78.829722,MARFC,0.060000,0.050000,0.050000,1,1/5/2023
BEKN1,40.010278,101.541944,MBRFC,0.050000,0.050000,0.050000,1,1/24/2023
BELM6,33.164710,90.494310,LMRFC,0.310000,0.180000,0.110000,1,1/24/2023
BELM8,46.869167,114.125833,NWRFC,0.050000,0.050000,0.050000,1,1/27/2023
BENN1,40.034722,101.542778,MBRFC,0.050000,0.050000,0.050000,1,1/24/2023
BERU1,40.965225,110.853508,CBRFC,0.050000,0.050000,0.050000,1,1/27/2023
BERW3,43.953889,88.952500,NCRFC,0.050000,0.050000,0.050000,1,1/27/2023
BESM4,46.511389,90.074444,NCRFC,0.050000,0.050000,0.050000,1,1/27/2023
BETK1,38.162778,99.642778,ABRFC,0.050000,0.050000,0.050000,1,1/26/2023
BETN3,44.268674,71.630400,NERFC,0.050000,0.050000,0.050000,1,1/23/2023
BETP1,40.615278,75.379167,MARFC,0.050000,0.050000,0.050000,1,1/5/2023
BEVN1,40.120000,99.893056,MBRFC,0.050000,0.050000,0.050000,1,1/24/2023
BFDF1,29.955212,82.928992,SERFC,0.246900,0.050000,0.050000,1,12/14/2022
BFFO2,36.851975,99.315387,ABRFC,0.050000,0.050000,0.050000,1,1/26/2023
BFKW4,43.838100,110.440700,NWRFC,0.050000,0.050000,-999.000000,1,1/27/2023
BFYG1,32.936444,81.502528,SERFC,0.494000,0.050000,0.050000,1,12/14/2022
BFYM8,45.009911,109.065367,MBRFC,0.050000,0.050000,0.050000,1,1/24/2023
BGBM6,34.011389,88.513611,SERFC,0.913700,0.149800,0.050000,2,12/14/2022
BGDA2,64.156944,145.864444,APRFC,0.050000,0.050000,0.050000,1,3/1/2020
BGEG1,30.911389,84.580000,SERFC,0.504000,0.194500,0.050000,2,12/14/2022
BGPN1,41.676580,103.097000,MBRFC,0.050000,0.050000,0.050000,1,1/24/2023
BGSO2,35.673889,96.068333,ABRFC,0.052200,0.050000,0.050000,1,1/26/2023
BGWN7,34.598333,77.875278,SERFC,0.199100,0.050000,0.050000,1,12/14/2022
BHBW4,44.383290,108.036220,MBRFC,0.050000,0.050000,0.050000,1,1/24/2023
BHTA4,33.875556,93.304444,LMRFC,0.360000,0.050000,0.050000,1,1/24/2023
BIGM7,37.760250,92.057970,MBRFC,0.670000,0.220000,0.060000,2,1/24/2023
BILM8,45.800119,108.468031,MBRFC,0.050000,0.050000,0.050000,1,1/24/2023
BIRN7,35.461389,83.353611,LMRFC,0.050000,0.050000,0.050000,1,1/24/2023
BITM8,46.831739,114.054861,NWRFC,0.050000,0.050000,0.050000,1,1/27/2023
BKBN6,42.536944,74.410833,NERFC,0.090000,0.050000,0.050000,1,1/23/2023
BKBT2,34.110093,98.531723,ABRFC,0.050000,0.050000,0.050000,1,1/26/2023
BKDL1,30.726667,93.095000,LMRFC,0.880000,0.200000,0.110000,2,1/24/2023
BKNM6,31.051900,89.204200,LMRFC,0.250000,0.050000,0.050000,1,1/24/2023
BKRA4,36.102500,91.097778,LMRFC,> 0.95,0.150000,0.050000,2,1/24/2023
BKWN4,40.475000,74.575833,MARFC,0.540000,0.420000,0.050000,2,1/5/2023
BLAN1,41.550807,96.096865,MBRFC,0.070000,0.050000,0.050000,1,1/24/2023
BLAN7,35.299167,82.623889,LMRFC,0.680000,0.070000,0.050000,2,1/24/2023
BLDA1,33.456944,87.355000,SERFC,0.066700,0.050000,0.050000,1,12/14/2022
BLEW3,43.134167,89.732222,NCRFC,0.050000,0.050000,0.050000,1,1/27/2023
BLFI4,43.406900,91.898900,NCRFC,0.050000,0.050000,0.050000,1,1/27/2023
BLIM4,41.833333,83.866667,NCRFC,0.150000,0.050000,0.050000,1,1/27/2023
BLKO2,36.811421,97.277265,ABRFC,0.060700,0.052400,0.050000,1,1/26/2023
BLOF1,30.425000,85.031389,SERFC,0.740800,0.050000,0.050000,2,12/14/2022
BLPK1,37.391600,97.339100,ABRFC,0.062900,0.050000,0.050000,1,1/26/2023
BLRK1,39.687222,96.639722,MBRFC,0.310000,0.050000,0.050000,1,1/24/2023
BLRL1,30.281389,91.686667,LMRFC,0.367000,0.183000,0.033000,1,2/19/2014
BLRM7,38.554978,93.965353,MBRFC,0.940000,0.530000,0.050000,3,1/24/2023
BLTK1,39.454984,98.109199,MBRFC,0.050000,0.050000,0.050000,1,1/24/2023
BLTN7,35.568333,82.544722,LMRFC,0.050000,0.050000,0.050000,1,1/24/2023
BLUO2,33.997041,96.241099,ABRFC,0.091900,0.056800,0.050000,1,1/26/2023
BLVI4,42.272780,90.421110,NCRFC,0.100000,0.060000,0.050000,1,1/27/2023
BLVM7,38.992222,93.196667,MBRFC,0.750000,0.480000,0.050000,2,1/24/2023
BLXF1,30.383056,84.655000,SERFC,0.186100,0.071000,0.050000,1,12/14/2022
BMBP1,40.993880,76.440278,MARFC,0.340000,0.090000,0.050000,1,1/5/2023
BNAA1,34.670000,87.317222,LMRFC,0.680000,0.600000,0.120000,3,1/24/2023
BNNV2,37.530556,79.679167,MARFC,0.290000,0.100000,0.050000,1,1/5/2023
BNTV1,42.912778,73.256944,NERFC,0.140000,0.060000,0.050000,1,1/23/2023
BNYM8,45.411667,106.457222,MBRFC,0.050000,0.050000,0.050000,1,1/24/2023
BOGT1,36.135000,89.431667,LMRFC,0.060000,0.050000,0.050000,1,1/24/2023
BOIW3,42.497970,89.021100,NCRFC,0.050000,0.050000,0.050000,1,1/27/2023
BOLI2,41.718056,88.070556,NCRFC,0.060000,0.050000,0.050000,1,1/27/2023
BONM7,38.917222,92.704167,MBRFC,0.530000,0.270000,0.050000,2,1/24/2023
BONM8,46.899722,113.755556,NWRFC,0.050000,0.050000,0.050000,1,1/27/2023
BONN4,40.896944,74.394722,MARFC,0.440000,0.050000,0.050000,1,1/5/2023
BOON6,43.511667,75.306667,NERFC,0.050000,0.050000,0.050000,1,1/23/2023
BORW4,42.293100,110.872720,CBRFC,0.050000,0.050000,0.050000,1,1/27/2023
BOSW4,41.554696,105.683326,MBRFC,0.050000,0.050000,0.050000,1,1/24/2023
BOTN4,40.907500,74.419167,MARFC,0.050000,0.050000,0.050000,1,1/5/2023
BOVM6,32.347770,90.696940,LMRFC,0.950000,0.070000,0.050000,2,1/24/2023
BOZM7,38.980278,92.745278,MBRFC,0.460000,0.050000,0.050000,1,1/24/2023
BPNW4,42.567170,109.930150,CBRFC,0.050000,0.050000,0.050000,1,1/27/2023
BPRM1,44.796389,68.767778,NERFC,0.050000,0.050000,0.050000,1,1/23/2023
BRAN6,44.863611,74.778611,NERFC,0.050000,0.050000,-999.000000,1,1/23/2023
BRCM6,33.973611,89.347778,LMRFC,0.050000,0.050000,0.050000,1,1/24/2023
BREN8,46.376111,100.934444,MBRFC,0.140000,0.050000,0.050000,1,1/24/2023
BREP1,40.522500,75.998611,MARFC,0.050000,0.050000,0.050000,1,1/5/2023
BRFI1,43.495833,115.307500,NWRFC,0.050000,-999.000000,-999.000000,1,1/27/2023
BRFW3,44.293600,90.846400,NCRFC,0.380000,0.210000,0.050000,1,1/27/2023
BRGC1,40.480556,123.889722,CNRFC,0.050000,0.050000,0.050000,1,1/27/2023
BRGW3,42.679722,88.271200,NCRFC,0.170000,0.050000,0.050000,1,1/27/2023
BRIO2,35.543662,98.317839,ABRFC,0.052500,0.050000,0.050000,1,1/26/2023
BRKM2,38.949722,77.127778,MARFC,0.410000,0.140000,0.050000,1,1/5/2023
BRKS2,44.180278,96.749167,MBRFC,0.200000,0.120000,0.050000,1,1/24/2023
BRLI4,40.798056,91.091667,NCRFC,0.200000,0.080000,0.060000,1,1/27/2023
BRLK1,38.194444,95.735000,ABRFC,0.050000,0.050000,0.050000,1,1/26/2023
BRLM7,40.444881,95.088897,MBRFC,0.050000,0.050000,0.050000,1,1/24/2023
BRMA2,59.778333,150.754167,APRFC,-999.000000,-999.000000,-999.000000,1,9/4/2014
BRNK1,39.190270,98.039720,MBRFC,0.050000,0.050000,0.050000,1,1/24/2023
BRNM7,39.430278,93.159722,MBRFC,0.470000,0.060000,0.050000,1,1/24/2023
BRON1,40.398890,95.653300,MBRFC,0.220000,0.060000,0.050000,1,1/24/2023
BROV2,37.039444,78.945722,SERFC,0.174700,0.161700,0.130400,1,12/14/2022
BROW3,42.612222,89.398056,NCRFC,0.290000,0.050000,0.050000,1,1/27/2023
BRPF1,30.690278,87.440278,SERFC,0.534200,0.050000,0.050000,2,12/14/2022
BRSN3,43.566463,71.747900,NERFC,0.050000,0.050000,0.050000,1,1/23/2023
BRTA2,59.801667,150.882778,APRFC,-999.000000,-999.000000,-999.000000,1,9/4/2014
BRTN6,42.800000,74.263333,NERFC,0.120000,0.050000,0.050000,1,1/23/2023
BRUA2,59.700556,150.702500,APRFC,-999.000000,-999.000000,-999.000000,1,9/4/2014
BRUF1,30.450833,85.898333,SERFC,0.635600,0.176800,0.050000,2,12/14/2022
BRYA4,36.427222,93.620833,LMRFC,0.050000,0.050000,0.050000,1,1/24/2023
BSBA1,34.749167,86.446667,LMRFC,0.710000,0.530000,0.050000,3,1/24/2023
BSHL1,30.629167,89.897222,LMRFC,0.900000,0.140000,0.060000,2,1/24/2023
BSLL1,30.480556,92.631667,LMRFC,0.790000,0.440000,0.050000,2,1/24/2023
BSLM5,45.309167,96.468056,NCRFC,0.050000,0.050000,0.050000,1,1/27/2023
BSMM8,48.526745,109.841597,MBRFC,0.050000,0.050000,0.050000,1,1/24/2023
BSPN7,35.210833,81.697778,SERFC,0.058500,0.050000,0.050000,1,12/14/2022
BSRL1,30.130000,91.322500,LMRFC,0.367000,0.183000,0.033000,1,2/19/2014
BSSI4,41.219002,92.908533,NCRFC,0.050000,0.050000,0.050000,1,1/27/2023
BTAM6,32.603055,90.363880,LMRFC,> 0.95,0.900000,0.050000,3,1/24/2023
BTCM4,42.323930,85.197493,NCRFC,0.050000,0.050000,0.050000,1,1/27/2023
BTMM8,45.833794,109.938706,MBRFC,0.050000,0.050000,0.050000,1,1/24/2023
BTNA4,34.567778,92.610278,LMRFC,0.590000,0.080000,0.050000,2,1/24/2023
BTRL1,30.429167,91.206944,LMRFC,0.367000,0.183000,0.033000,1,2/19/2014
BTTA2,66.926111,151.508611,APRFC,0.050000,0.050000,0.050000,1,3/1/2020
BTTK1,38.207040,99.643550,ABRFC,0.050000,0.050000,0.050000,1,1/26/2023
BTTN6,43.108611,73.422222,NERFC,0.050000,0.050000,0.050000,1,1/23/2023
BTVN6,42.997500,78.188611,NERFC,0.070000,0.050000,0.050000,1,1/23/2023
BTYO3,42.447778,121.238611,CNRFC,0.050000,0.050000,0.050000,1,1/27/2023
BUCM4,42.902526,85.762811,NCRFC,0.050000,0.050000,0.050000,1,1/27/2023
BUEC2,39.455800,106.031100,CBRFC,-999.000000,0.050000,0.050000,1,1/27/2023
BURM4,42.103101,85.079976,NCRFC,0.120000,0.050000,0.050000,1,1/27/2023
BUSO3,43.715833,119.176667,NWRFC,0.050000,-999.000000,-999.000000,1,1/27/2023
BVCL1,30.368056,91.987500,LMRFC,0.490000,0.200000,0.050000,1,1/24/2023
BVCM7,39.036667,94.522500,MBRFC,0.050000,0.050000,0.050000,1,1/24/2023
BVDI2,42.256111,88.863056,NCRFC,0.050000,0.050000,0.050000,1,1/27/2023
BVDN4,40.826389,75.082500,MARFC,0.050000,0.050000,0.050000,1,1/5/2023
BVLO2,36.755556,95.971944,ABRFC,0.050000,0.050000,0.050000,1,1/26/2023
BVRN8,46.268611,100.252222,MBRFC,0.080000,0.050000,0.050000,1,1/24/2023
BVRO2,36.822222,100.518889,ABRFC,0.050000,0.050000,0.050000,1,1/26/2023
BVRT1,35.275278,88.976667,LMRFC,0.150000,0.050000,0.050000,1,1/24/2023
BVSN1,40.045833,99.890000,MBRFC,0.050000,0.050000,0.050000,1,1/24/2023
BVSV2,37.762500,79.391667,MARFC,0.050000,0.050000,0.050000,1,1/5/2023
BVTM4,43.879444,84.473889,NCRFC,0.050000,0.050000,0.050000,1,1/27/2023
BVUK1,39.193056,96.147222,MBRFC,0.050000,0.050000,0.050000,1,1/24/2023
BWKI1,43.786456,114.425150,NWRFC,0.050000,0.050000,0.050000,1,1/27/2023
BWMA1,31.100833,87.068889,SERFC,0.465600,0.237900,0.056000,1,12/14/2022
BWSW4,44.748874,104.051602,MBRFC,0.050000,0.050000,0.050000,1,1/24/2023
BWTA1,31.066944,87.061667,SERFC,0.199500,0.050000,0.050000,1,12/14/2022
BXAL1,30.793056,89.820833,LMRFC,> 0.95,0.540000,0.050000,3,1/24/2023
BXTK1,37.023610,94.720830,ABRFC,0.094400,0.050000,0.050000,1,1/26/2023
BYML1,30.347778,90.896944,LMRFC,0.440000,0.150000,0.050000,1,1/24/2023
BYNN7,35.765280,79.135830,SERFC,0.270500,0.050000,0.050000,1,12/14/2022
BYRI2,42.123056,89.255833,NCRFC,0.080000,0.050000,0.050000,1,1/27/2023
BYRM7,38.391667,90.637778,NCRFC,0.340000,0.150000,0.050000,1,1/27/2023
BZNC2,40.357700,103.528600,MBRFC,0.050000,0.050000,0.050000,1,1/24/2023
CACS2,45.548134,103.971239,MBRFC,0.080000,0.050000,0.050000,1,1/24/2023
CAGM7,39.000833,90.687500,NCRFC,0.180000,0.050000,0.050000,1,1/27/2023
CAGO2,35.117281,98.563950,ABRFC,0.050000,0.050000,0.050000,1,1/26/2023
CALA4,33.311111,92.485000,LMRFC,> 0.95,0.205600,0.050000,2,2/3/2016
CAMA4,33.596389,92.818056,LMRFC,0.800000,0.440000,0.060000,2,1/24/2023
CAMI1,44.579444,116.643333,NWRFC,0.050000,0.050000,0.050000,1,1/27/2023
CAMN1,40.284444,100.143611,MBRFC,0.050000,0.050000,0.050000,1,1/24/2023
CAMN4,40.726111,74.389722,MARFC,0.150000,0.050000,0.050000,1,1/5/2023
CANM7,40.142395,91.515031,NCRFC,0.110000,0.050000,0.050000,1,1/27/2023
